source,title,publisher,issn,eissn,field,scopus,wos,wos_indexes,abdc_rating
scopus_mar_2026,Applied Bionics and Biomechanics,John Wiley and Sons Ltd,11762322,17542103,2701; 2204; 1502; 1305,true,,,
scopus_mar_2026,Applied Biosafety,SAGE Publications Ltd,15356760,24701246,2308; 2307; 2739; 1305,true,,,
scopus_mar_2026,Applied Biosciences,Multidisciplinary Digital Publishing Institute (MDPI),,28130464,2401; 1301; 1101,true,,,
scopus_mar_2026,Applied Cardiopulmonary Pathophysiology,Pabst Science Publishers,09205268,1573790X,2737; 2705; 2740,true,,,
scopus_mar_2026,Applied Catalysis,Elsevier B.V.,01669834,18733867,2200,true,,,
scopus_mar_2026,Applied Catalysis A: General,Elsevier B.V.,0926860X,18733875,1503; 1508,true,,,
scopus_mar_2026,Applied Catalysis B: Environmental,Elsevier B.V.,09263373,18733883,2300; 1508; 1503,true,,,
scopus_mar_2026,Applied Catalysis O: Open,Elsevier B.V.,,29506484,1600; 1508; 1503,true,,,
scopus_mar_2026,Applied Categorical Structures,Springer Netherlands,09272852,15729095,2602; 1700; 2614,true,,,
scopus_mar_2026,Applied Chemical Engineering,Arts and Science Press Pte. Ltd.,,25782010,2310; 2304; 1501; 1508,true,,,
scopus_mar_2026,Applied Chemistry for Engineering,Korean Society of Industrial Engineering Chemistry,12250112,22884505,1500; 1600,true,,,
scopus_mar_2026,Applied Chemistry Today,Semnan University,,29812437,1605; 1604; 1602; 1503,true,,,
scopus_mar_2026,Applied Clay Science,Elsevier B.V.,01691317,,1111; 1907; 2312; 1906,true,,,
scopus_mar_2026,Applied Clinical Informatics,Georg Thieme Verlag,,18690327,3605; 1706; 2718,true,,,
scopus_mar_2026,Applied Cognitive Psychology,John Wiley and Sons Ltd,08884080,10990720,1201; 3204; 3205,true,,,
scopus_mar_2026,Applied Composite Materials,Springer International Publishing,0929189X,15734897,2503,true,,,
scopus_mar_2026,Applied Computational Electromagnetics Society Journal,River Publishers,10544887,19435711,2208; 3103,true,,,
scopus_mar_2026,Applied Computational Electromagnetics Society Newsletter,Applied Computational Electromagnetics Society (ACES),10569170,,2208; 3103,true,,,
scopus_mar_2026,Applied Computational Intelligence and Soft Computing,John Wiley and Sons Ltd,16879724,16879732,2206; 2205; 1706; 1705; 1702,true,,,
scopus_mar_2026,Applied Computer Science,Polish Association for Knowledge Promotion,18953735,23536977,1702; 2209; 1706; 2001; 2210; 2204; 1710; 2207,true,,,
scopus_mar_2026,Applied Computing and Geosciences,International Association for Mathematical Geosciences,,25901974,1907; 1700,true,,,
scopus_mar_2026,Applied Computing and Informatics,Emerald Group Publishing Ltd.,26341964,22108327,1706; 1710; 1712,true,,,
scopus_mar_2026,Applied Corpus Linguistics,Elsevier Inc.,,26667991,3310; 3301,true,,,
scopus_mar_2026,Applied Cybersecurity and Internet Governance,NASK National Research Insitute,29563119,29564395,3320; 3201; 1709; 1701,true,,,
scopus_mar_2026,Applied Developmental Science,Psychology Press Ltd,10888691,1532480X,3319; 3202; 3204,true,,,
scopus_mar_2026,Applied Earth Science: Transactions of the Institute of Mining and Metallurgy,SAGE Publications Ltd,25726838,25726846,1909; 1906; 1901,true,,,
scopus_mar_2026,Applied Ecology and Environmental Research,Corvinus University of Budapest,15891623,17850037,1102; 1105,true,,,
scopus_mar_2026,Applied Econometrics,Russian Presidential Academy of National Economy and Public Administration,19937601,24106445,3301; 2000; 2001; 2002,true,,,
scopus_mar_2026,Applied Econometrics and International Development,Euro-American Association of Economic Development Studies,15784487,,3320; 2002; 2003; 3303,true,,,
scopus_mar_2026,Applied Economic Analysis,Emerald Group Publishing Ltd.,,26327627,2000,true,,,
scopus_mar_2026,Applied Economic Perspectives and Policy,John Wiley & Sons Inc.,20405790,20405804,2002; 3303,true,,,
scopus_mar_2026,Applied Economics,Taylor and Francis Ltd.,00036846,14664283,2002,true,,,
scopus_mar_2026,Applied Economics Letters,Routledge,13504851,14664291,2002,true,,,
scopus_mar_2026,Applied Economics Quarterly,Duncker und Humblot GmbH,16116607,18655122,2000,true,,,
scopus_mar_2026,Applied Energy,Elsevier B.V.,03062619,18729118,2210; 2215; 2105; 2308; 2100,true,,,
scopus_mar_2026,Applied Engineering in Agriculture,American Society of Agricultural and Biological Engineers,08838542,19437838,2200,true,,,
scopus_mar_2026,Applied Engineering Letters,"The Association of Intellectuals for the Development of Science in Serbia ""The Serbian Academic Center"" Novi Sad",24664677,24664847,2100; 2500; 2200,true,,,
scopus_mar_2026,Applied Entomology and Zoology,Springer,00036862,1347605X,1109,true,,,
scopus_mar_2026,Applied Environmental Biotechnology,Urban Development Scientific Publishing Pte. Ltd.,23826436,24249092,1101; 2304; 2305; 1305,true,,,
scopus_mar_2026,Applied Environmental Education and Communication,Routledge,1533015X,15330389,2300; 3315; 3304,true,,,
scopus_mar_2026,Applied Environmental Research,"Environmental Research Institute, Chulalongkorn University",22870741,2287075X,2300,true,,,
scopus_mar_2026,Applied Ergonomics,Elsevier Ltd,00036870,18729126,3307; 2213; 2201; 3612,true,,,
scopus_mar_2026,Applied Financial Economics,Taylor and Francis Ltd.,09603107,14664305,2002; 2003,true,,,
scopus_mar_2026,Applied Financial Economics Letters,Routledge,17446546,17446554,2002; 2003,true,,,
scopus_mar_2026,Applied Food Biotechnology,National Nutrition and Food Technology Research Institute,23455357,24234214,2402; 1305; 1106,true,,,
scopus_mar_2026,Applied Food Research,Elsevier B.V.,,27725022,1106,true,,,
scopus_mar_2026,Applied Fruit Science,Springer Science and Business Media Deutschland GmbH,29482623,29482631,1108,true,,,
scopus_mar_2026,Applied General Topology,Universidad Politecnica de Valencia,15769402,19894147,2608,true,,,
scopus_mar_2026,Applied Geochemistry,Elsevier Ltd,08832927,18729134,2310; 1906; 2304,true,,,
scopus_mar_2026,Applied Geographic Studies,John Wiley & Sons Inc.,10833404,,3305,true,,,
scopus_mar_2026,Applied Geography,Elsevier B.V.,01436228,,3305; 1409; 2300; 1107,true,,,
scopus_mar_2026,Applied Geomatics,Springer Verlag,18669298,1866928X,1901; 2201; 2301; 3305,true,,,
scopus_mar_2026,Applied Geophysics,Chinese Geophysical Society,16727975,19930658,1908,true,,,
scopus_mar_2026,Applied GIS,Applied GIS,,18325505,3301; 1903,true,,,
scopus_mar_2026,Applied Health Economics and Health Policy,Springer Nature,11755652,11791896,2719; 2002,true,,,
scopus_mar_2026,Applied Herpetology,Brill Academic Publishers,15707539,15707547,1103; 1105,true,,,
scopus_mar_2026,Applied human science : journal of physiological anthropology,Japan Society of Physiological Anthropology,13413473,,2700,true,,,
scopus_mar_2026,Applied Immunohistochemistry,Lippincott Williams and Wilkins Ltd.,10623345,,3607; 2702,true,,,
scopus_mar_2026,Applied Immunohistochemistry and Molecular Morphology,Lippincott Williams and Wilkins,15412016,15334058,3607; 2734; 2722,true,,,
scopus_mar_2026,Applied In Vitro Toxicology,SAGE Publications Ltd,23321512,23321539,3607; 3005; 2307,true,,,
scopus_mar_2026,Applied Industrial Hygiene,American Conference of Governmental Industrial Hygienists,08828032,,2739,true,,,
scopus_mar_2026,Applied Intelligence,Springer Netherlands,0924669X,15737497,1702,true,,,
scopus_mar_2026,Applied Linguistics,Oxford University Press,01426001,1477450X,1203; 3310; 3315,true,,,
scopus_mar_2026,Applied Linguistics Review,De Gruyter Mouton,18686303,18686311,1203; 3310,true,,,
scopus_mar_2026,Applied Magnetic Resonance,Springer-Verlag Wien,09379347,16137507,3107,true,,,
scopus_mar_2026,Applied Marketing Analytics,Henry Stewart Publications,20547544,20547552,1804; 1408; 1406,true,,,
scopus_mar_2026,Applied Materials Today,Elsevier Ltd,23529407,23529415,2500,true,,,
scopus_mar_2026,Applied Mathematical Finance,Routledge,1350486X,14664313,2604; 2003,true,,,
scopus_mar_2026,Applied Mathematical Modelling,Elsevier Inc.,0307904X,,2611; 2604,true,,,
scopus_mar_2026,Applied Mathematical Sciences,Hikari Ltd.,1312885X,13147552,2604,true,,,
scopus_mar_2026,Applied Mathematics,Springer Verlag,10051031,19930445,2604,true,,,
scopus_mar_2026,Applied Mathematics and Computation,Elsevier Inc.,00963003,18735649,1700; 2605; 2604,true,,,
scopus_mar_2026,Applied Mathematics and Information Sciences,Natural Sciences Publishing,19350090,23250399,1703; 1706; 2603; 2612; 2604,true,,,
scopus_mar_2026,Applied Mathematics and Mechanics,Editorial Office of Applied Mathematics and Mechanics,10000887,,2604; 2210,true,,,
scopus_mar_2026,Applied Mathematics and Mechanics (English Edition),Springer China,02534827,15732754,2211; 2210; 2604,true,,,
scopus_mar_2026,Applied Mathematics and Nonlinear Sciences,Sciendo,,24448656,2201; 1700; 2611; 2604,true,,,
scopus_mar_2026,Applied Mathematics and Optimization,Springer New York,00954616,14320606,2604; 2606,true,,,
scopus_mar_2026,Applied Mathematics E - Notes,Tsing Hua University,,16072510,2604,true,,,
scopus_mar_2026,Applied Mathematics in Science and Engineering,Routledge,,27690911,2604; 2200; 1706,true,,,
scopus_mar_2026,Applied Mathematics Letters,Elsevier Ltd,08939659,18735452,2604,true,,,
scopus_mar_2026,Applied Mathematics Research eXpress,Oxford University Press,16871200,16871197,2604; 2605; 2603,true,,,
scopus_mar_2026,Applied Measurement in Education,Routledge,08957347,15324818,3204; 3304,true,,,
scopus_mar_2026,Applied Mechanics,Multidisciplinary Digital Publishing Institute (MDPI),,26733161,2201,true,,,
scopus_mar_2026,Applied Mechanics Reviews,The American Society of Mechanical Engineers(ASME),00036900,10888535,2210,true,,,
scopus_mar_2026,Applied Medical Informatics,Romanian Society for Applied Medical Informatics,12245593,20677855,3605; 2718; 2204,true,,,
scopus_mar_2026,Applied Microbiology,American Society for Microbiology,00036919,,2700,true,,,
scopus_mar_2026,Applied Microbiology (Switzerland),Multidisciplinary Digital Publishing Institute (MDPI),,26738007,2402; 1501; 1301,true,,,
scopus_mar_2026,Applied Microbiology and Biotechnology,Springer Science and Business Media Deutschland GmbH,01757598,14320614,1305; 2402,true,,,
scopus_mar_2026,Applied microgravity technology,C. Hanser,09319530,,2700,true,,,
scopus_mar_2026,Applied Microscopy,Springer Nature,22875123,22874445,2402; 2404,true,,,
scopus_mar_2026,Applied Microwave and Wireless,Noble Publishing Corp.,10750207,,2210,true,,,
scopus_mar_2026,Applied Microwave Magazine,Noble Publishing Corp.,10613528,,2200,true,,,
scopus_mar_2026,Applied Mobilities,Routledge,23800127,23800135,3322; 3313; 3305,true,,,
scopus_mar_2026,Applied Nano,Multidisciplinary Digital Publishing Institute (MDPI),,26733501,2501; 1501,true,,,
scopus_mar_2026,Applied Nanoscience (Switzerland),Springer Science and Business Media Deutschland GmbH,21905509,21905517,1307; 1606; 2208; 3107; 2501; 1305,true,,,
scopus_mar_2026,Applied Network Science,Springer Nature,,23648228,1705; 1000; 2605,true,,,
scopus_mar_2026,Applied Neurophysiology,S. Karger AG,03022773,,2728,true,,,
scopus_mar_2026,Applied Neuropsychology,Taylor and Francis Inc.,09084282,15324826,3206; 3204; 1201,true,,,
scopus_mar_2026,Applied Neuropsychology: Adult,Routledge,23279095,23279109,3206; 3204,true,,,
scopus_mar_2026,Applied Neuropsychology: Child,Taylor and Francis Ltd.,21622965,21622973,3204; 3206,true,,,
scopus_mar_2026,Applied Numerical Mathematics,Elsevier B.V.,01689274,,2604; 2605; 2612,true,,,
scopus_mar_2026,Applied Nursing Research,W.B. Saunders,08971897,15328201,2900,true,,,
scopus_mar_2026,Applied Occupational and Environmental Hygiene,Taylor and Francis Ltd.,1047322X,,2739,true,,,
scopus_mar_2026,Applied Ocean Research,Elsevier B.V.,01411187,,2212,true,,,
scopus_mar_2026,Applied Ontology,SAGE Publications Ltd,15705838,18758533,1203; 3310; 1700,true,,,
scopus_mar_2026,Applied Optics,Optica Publishing Group,1559128X,21553165,3107; 2201; 2208,true,,,
scopus_mar_2026,Applied Organometallic Chemistry,John Wiley and Sons Ltd,02682605,10990739,1604; 1600,true,,,
scopus_mar_2026,Applied parasitology,Gustav Fischer Verlag,09430938,,2700,true,,,
scopus_mar_2026,Applied Phycology,Informa UK Ltd,,26388081,1110; 1104,true,,,
scopus_mar_2026,Applied Physics,Federal Informational-Analytical Center of the Defense Industry,19960948,,3100,true,,,
scopus_mar_2026,Applied Physics,ORION Research-and-Production Association,03403793,,3100,true,,,
scopus_mar_2026,Applied Physics A: Materials Science and Processing,Springer Heidelberg,09478396,14320630,1600; 2500,true,,,
scopus_mar_2026,Applied Physics A: Solids and Surfaces,Springer Verlag,07217250,,3101; 2200; 2500,true,,,
scopus_mar_2026,Applied Physics B: Lasers and Optics,Springer Verlag,09462171,,3101; 3100,true,,,
scopus_mar_2026,Applied Physics B: Photophysics and Laser Chemistry,Springer Verlag,07217269,14320649,2200,true,,,
scopus_mar_2026,Applied Physics Express,Japan Society of Applied Physics,18820778,18820786,3100; 2200,true,,,
scopus_mar_2026,Applied Physics Letters,American Institute of Physics,00036951,10773118,3101,true,,,
scopus_mar_2026,Applied Physics Reviews,American Institute of Physics,,19319401,3100,true,,,
scopus_mar_2026,"Applied Physiology, Nutrition and Metabolism",Canadian Science Publishing,17155312,17155320,2916; 2712; 1314; 2737,true,,,
scopus_mar_2026,Applied Pragmatics,John Benjamins Publishing Company,2589109X,25891103,3310,true,,,
scopus_mar_2026,Applied Psycholinguistics,Cambridge University Press,01427164,14691817,3200; 3310; 1203; 3205,true,,,
scopus_mar_2026,Applied Psychological Measurement,SAGE Publications Inc.,01466216,15523497,3201; 3301,true,,,
scopus_mar_2026,Applied Psychology,Wiley-Blackwell Publishing Ltd,0269994X,14640597,3202; 1201; 3204,true,,,
scopus_mar_2026,Applied Psychology: Health and Well-Being,Wiley-Blackwell,17580846,17580854,3202,true,,,
scopus_mar_2026,Applied Psychophysiology Biofeedback,Springer,10900586,15733270,3202; 3206,true,,,
scopus_mar_2026,Applied Radiation and Isotopes,Elsevier Ltd,09698043,18729800,3108,true,,,
scopus_mar_2026,Applied Radiology,Anderson Publishing Ltd,01609963,18792898,2741,true,,,
scopus_mar_2026,Applied Research,Wiley-VCH Verlag,,27024288,1000,true,,,
scopus_mar_2026,Applied Research in Mental Retardation,Pergamon Press Ltd.,02703092,,2738; 2742,true,,,
scopus_mar_2026,Applied Research in Quality of Life,Springer Netherlands,18712584,18712576,3319,true,,,
scopus_mar_2026,Applied Research on English Language,"University of Isfahan, Department of English",22520198,23225343,3310; 3304; 1203,true,,,
scopus_mar_2026,Applied Rheology,Walter de Gruyter GmbH,14306395,16178106,2500; 3104,true,,,
scopus_mar_2026,Applied Science and Convergence Technology,Korean Vacuum Society,,22886559,1606; 2501; 3104; 2208,true,,,
scopus_mar_2026,Applied Science and Engineering Progress,"Academic Enhancement Department, King Mongkut's University of Technology North Bangkok",26729156,26730421,2500; 1700; 1500; 2200,true,,,
scopus_mar_2026,Applied Sciences,Balkan Society of Geometers,,14545101,2604,true,,,
scopus_mar_2026,Applied Sciences (Switzerland),Multidisciplinary Digital Publishing Institute (MDPI),,20763417,3105; 2500; 2200; 1706; 1508; 1507,true,,,
scopus_mar_2026,Applied Scientific Research,Kluwer Academic Publishers,00036994,,2200,true,,,
scopus_mar_2026,"Applied Scientific Research, Section B",Nijhoff,03657140,,3102; 3105; 2610; 3107,true,,,
scopus_mar_2026,Applied Set-Valued Analysis and Optimization,Biemdas Academic Publishers,25627775,25627783,2601; 2612; 2611; 2606; 2604; 2603,true,,,
scopus_mar_2026,Applied Signal Processing,Hindawi Publishing Corporation,09410635,,1711,true,,,
scopus_mar_2026,Applied Soft Computing,Elsevier B.V.,15684946,,1712,true,,,
scopus_mar_2026,Applied Soil Ecology,Elsevier B.V.,09291393,,1101; 2303; 1111,true,,,
scopus_mar_2026,Applied Solar Energy (English translation of Geliotekhnika),Pleiades Publishing,0003701X,19349424,2105,true,,,
scopus_mar_2026,Applied Spatial Analysis and Policy,Springer Netherlands,1874463X,18744621,3305,true,,,
scopus_mar_2026,Applied Spectroscopy,SAGE Publications Inc.,00037028,19433530,1607; 3105,true,,,
scopus_mar_2026,Applied Spectroscopy Reviews,Taylor and Francis Ltd.,05704928,1520569X,1607; 3105,true,,,
scopus_mar_2026,Applied Stochastic Models and Data Analysis,John Wiley & Sons Inc.,87550024,,1405; 2611,true,,,
scopus_mar_2026,Applied Stochastic Models in Business and Industry,John Wiley and Sons Ltd,15241904,15264025,1803; 1400; 2611,true,,,
scopus_mar_2026,Applied Superconductivity,Pergamon Press Ltd.,09641807,,3100; 2200,true,,,
scopus_mar_2026,Applied Surface Science,Elsevier B.V.,01694332,,3110; 2508; 3104,true,,,
scopus_mar_2026,Applied Surface Science Advances,Elsevier B.V.,,26665239,2508; 3110,true,,,
scopus_mar_2026,Applied System Innovation,Multidisciplinary Digital Publishing Institute (MDPI),,25715577,1710; 1709; 1702; 2604; 2209; 2207,true,,,
scopus_mar_2026,Applied Theatre Research,Intellect Ltd.,20493010,20493029,3316; 1208; 1213,true,,,
scopus_mar_2026,Applied Thermal Engineering,Elsevier Ltd,13594311,,2102; 2210; 2209; 1507,true,,,
scopus_mar_2026,Applied Vegetation Science,Wiley-Blackwell,14022001,1654109X,2308; 2309; 2303,true,,,
scopus_mar_2026,Applied Water Science,Springer Science and Business Media Deutschland GmbH,21905487,21905495,2312,true,,,
scopus_mar_2026,AppliedChem,Multidisciplinary Digital Publishing Institute (MDPI),,26739623,1601; 1501,true,,,
scopus_mar_2026,AppliedMath,Multidisciplinary Digital Publishing Institute (MDPI),,26739909,2604; 2601,true,,,
scopus_mar_2026,Approaching Religion,Donner Institute for Research in Religious and Cultural History,,17993121,1212; 1202,true,,,
scopus_mar_2026,Appropriate Technology,Research Information Ltd,03050920,17516900,3303; 2200,true,,,
scopus_mar_2026,Approximation Theory and Its Applications,Kluwer Academic Publishers,10009221,,2600,true,,,
scopus_mar_2026,APS Journal,Churchill Livingstone,10589139,,2703; 2728; 2800,true,,,
scopus_mar_2026,APSIPA Transactions on Signal and Information Processing,Now Publishers Inc,,20487703,1711; 1710,true,,,
scopus_mar_2026,Aptechnoe delo,Ministerstvo Zdravookhraneniia Rsfsr,04300947,,2700,true,,,
scopus_mar_2026,APTISI Transactions on Technopreneurship,Pandawan Sejahtera,26558807,26568888,1702; 1706; 3304; 1404,true,,,
scopus_mar_2026,Apuntes,Universidad del Pacifico Press,02521865,22231757,2000; 3300,true,,,
scopus_mar_2026,Apuntes del Cenes,Universidad Pedagogica y Tecnologica de Colombia,01203053,22565779,3301; 1201; 2000,true,,,
scopus_mar_2026,Apunts Medicina de l'Esport,Elsevier Doyma,02133717,18866581,2732; 3612,true,,,
scopus_mar_2026,Apunts Sports Medicine,"Generalitat de Catalunya, Department de la Presidencia, Secretaria General de l Esport",,26665069,3612; 2732,true,,,
scopus_mar_2026,Apunts. Educacion Fisica y Deportes,Instituto Nacional de Educacion Fisica de Cataluna,15774015,20140983,3316; 3304,true,,,
scopus_mar_2026,APWA Reporter,American Public Works Association,00924873,,2215; 2205,true,,,
scopus_mar_2026,"AQ (Balmain, N.S.W.)",Australian Institute of Political Science,14433605,,3300,true,,,
scopus_mar_2026,Aqua,IWA Publishing,00037214,13652087,2205; 2312,true,,,
scopus_mar_2026,Aqua Fennica,Vesihallitus,03567133,,2312,true,,,
scopus_mar_2026,"Aqua Water Infrastructure, Ecosystems and Society",IWA Publishing,27098028,27098036,2303; 2312; 2308; 2305; 2310; 2205,true,,,
scopus_mar_2026,Aquacultural Engineering,Elsevier B.V.,01448609,,1104,true,,,
scopus_mar_2026,Aquaculture,Elsevier B.V.,00448486,,1104,true,,,
scopus_mar_2026,Aquaculture & Fisheries Management,Wiley-Blackwell Publishing Ltd,0266996X,,1900; 1100; 2200; 2300,true,,,
scopus_mar_2026,Aquaculture and Fisheries,KeAi Communications Co.,20961758,2468550X,1104; 1105; 2303,true,,,
scopus_mar_2026,Aquaculture Economics and Management,Taylor and Francis Ltd.,13657305,13657313,1104; 3305; 2303,true,,,
scopus_mar_2026,Aquaculture Environment Interactions,Inter-Research,1869215X,18697534,2308; 2312; 1104,true,,,
scopus_mar_2026,Aquaculture International,Springer Science and Business Media Deutschland GmbH,09676120,1573143X,1104; 1102,true,,,
scopus_mar_2026,Aquaculture Journal,Multidisciplinary Digital Publishing Institute (MDPI),,26739496,1104,true,,,
scopus_mar_2026,Aquaculture Nutrition,John Wiley and Sons Ltd,13535773,13652095,1104,true,,,
scopus_mar_2026,Aquaculture Reports,Elsevier B.V.,,23525134,1104; 1103,true,,,
scopus_mar_2026,Aquaculture Research,John Wiley and Sons Ltd,1355557X,13652109,1104,true,,,
scopus_mar_2026,Aquaculture Science,"Japanese Society for Aquaculture Research, Nishimura Toushadou Ltd.",03714217,21850194,1103; 1104,true,,,
scopus_mar_2026,Aquaculture Studies,Central Fisheries Research Institute,26186381,26513668,1103; 1104,true,,,
scopus_mar_2026,"Aquaculture, Fish and Fisheries",John Wiley and Sons Ltd,,26938847,1103; 1104,true,,,
scopus_mar_2026,Aquarium Sciences and Conservation,Kluwer Academic Publishers,13575325,15731448,2309; 2303,true,,,
scopus_mar_2026,Aquatic Biology,Inter-Research,18647782,18647790,2303; 1105; 1910; 1104,true,,,
scopus_mar_2026,Aquatic Biosystems,BioMed Central Ltd,20469063,,2312; 1104; 2303; 1105,true,,,
scopus_mar_2026,Aquatic Botany,Elsevier B.V.,03043770,,1110; 1104,true,,,
scopus_mar_2026,Aquatic Conservation: Marine and Freshwater Ecosystems,John Wiley and Sons Ltd,10527613,10990755,2309; 2303; 1104,true,,,
scopus_mar_2026,Aquatic Ecology,Springer Science and Business Media B.V.,13862588,15735125,1105; 1104,true,,,
scopus_mar_2026,Aquatic Ecosystem Health and Management,Michigan State University Press,14634988,15394077,2308; 2303; 1104,true,,,
scopus_mar_2026,Aquatic Geochemistry,Springer Netherlands,13806165,15731421,1906; 1908,true,,,
scopus_mar_2026,Aquatic Insects,Taylor and Francis Ltd.,01650424,17444152,1109; 1104; 1105,true,,,
scopus_mar_2026,Aquatic Invasions,Regional Euro-Asian Biological Invasions Centre,17986540,18185487,2312; 1104,true,,,
scopus_mar_2026,Aquatic Living Resources,EDP Sciences,09907440,17652952,1104,true,,,
scopus_mar_2026,Aquatic Mammals,European Association for Aquatic Mammals,01675427,19967292,2309; 1104; 1103,true,,,
scopus_mar_2026,Aquatic Microbial Ecology,Inter-Research,09483055,16161564,1104; 1105,true,,,
scopus_mar_2026,Aquatic Research,Nuray ERKAN A–ZDEN,,26186365,2303; 1106; 1105; 1104,true,,,
scopus_mar_2026,Aquatic Sciences,Springer Science and Business Media Deutschland GmbH,10151621,14209055,1105; 2312; 2303; 1104,true,,,
scopus_mar_2026,Aquatic Sciences and Engineering,Istanbul University Faculty of Aquatic Sciences,,2602473X,2312; 2212; 1104,true,,,
scopus_mar_2026,Aquatic Toxicology,Elsevier B.V.,0166445X,18791514,1104; 2307,true,,,
scopus_mar_2026,Aquichan,Universidad de La Sabana,16575997,20275374,2922; 2915; 2909; 2906,true,,,
scopus_mar_2026,Aquilo Series Botanica,Oulun Luonnonystavain Yhdistys,05705169,,1110,true,,,
scopus_mar_2026,Arab Gulf Journal of Scientific Research,Emerald Publishing,19859899,25360051,2312; 1105; 1102; 2300; 1300; 1400; 1700; 2700; 3304,true,,,
scopus_mar_2026,Arab Journal of Basic and Applied Sciences,Taylor and Francis Ltd.,,25765299,2100; 1100; 2300; 1300; 2500; 2600; 1600,true,,,
scopus_mar_2026,Arab Journal of Forensic Sciences and Forensic Medicine,Naif University Publishing House,16586786,16586794,2704; 2713; 3005; 3308; 2734,true,,,
scopus_mar_2026,Arab Journal of Gastroenterology,Elsevier Ltd,16871979,20902387,2715,true,,,
scopus_mar_2026,Arab Journal of Mathematical Sciences,Emerald Group Publishing Ltd.,13195166,25889214,2600,true,,,
scopus_mar_2026,Arab Journal of Nephrology and Transplantation,Arab Society of Nephrology and Renal Transplantation,1858554X,,2700,true,,,
scopus_mar_2026,Arab Journal of Plant Protection,Arab Society for Plant Protection,0255982X,24125407,2303; 1109; 1108; 1102; 1110,true,,,
scopus_mar_2026,Arab Journal of Urology,Taylor and Francis Ltd.,2090598X,20905998,2748,true,,,
scopus_mar_2026,Arab Law Quarterly,Brill Academic Publishers,02680556,15730255,3308,true,,,
scopus_mar_2026,Arab Media and Society,American University in Cairo,,16877721,1208; 3316; 3315,true,,,
scopus_mar_2026,Arab Studies Quarterly,Pluto Journals,02713519,20436920,3312; 3320; 3316,true,,,
scopus_mar_2026,Arab World English Journal,Dr. Khairi Obaid Tayyeh Al-Zubaid,,22299327,3310,true,,,
scopus_mar_2026,Arab World Geographer,University of Akron,14806800,,1904; 3305,true,,,
scopus_mar_2026,Arabian Archaeology and Epigraphy,Blackwell Munksgaard,09057196,16000471,1200; 3302,true,,,
scopus_mar_2026,Arabian Journal for Science and Engineering,Springer Nature,2193567X,21914281,1000,true,,,
scopus_mar_2026,Arabian Journal of Chemistry,Elsevier B.V.,18785352,,1600; 1500,true,,,
scopus_mar_2026,Arabian Journal of Geosciences,Springer Nature,18667511,18667538,2300; 1900,true,,,
scopus_mar_2026,Arabian Journal of Mathematics,Springer Heidelberg,21935343,21935351,2600,true,,,
scopus_mar_2026,Arabian Journal of Medicinal and Aromatic Plants,Moroccan Institute of Scientific and Technical Information,,24585920,3004; 2707; 2739; 1110; 1106; 1602,true,,,
scopus_mar_2026,Arabian Journal of Scientific Research,HBKU Press,,27080463,1000,true,,,
scopus_mar_2026,Arabic Sciences and Philosophy,Cambridge University Press,09574239,14740524,1207; 1211; 1202,true,,,
scopus_mar_2026,Arabica,Brill Academic Publishers,05705398,15700585,1208; 1212; 1203; 3316,true,,,
scopus_mar_2026,Arachnologische Mitteilungen,Arachnologische Gesellschaft e.V.,10184171,21997233,1109; 1105,true,,,
scopus_mar_2026,Arachnology,British Arachnological Society (BAS),20509928,20509936,1109; 1105,true,,,
scopus_mar_2026,Aramaic Studies,Brill Academic Publishers,14778351,17455227,3310; 1212; 1203,true,,,
scopus_mar_2026,Aramco World,Aramco,10441891,,1900; 2300,true,,,
scopus_mar_2026,Aramco World Magazine,Arabian American Oil Co,01464132,,2300; 1900,true,,,
scopus_mar_2026,Araucaria,Departamento de Literatura Espanola-Universidad de Sevilla,15756823,,1202; 3312; 1211; 3301; 1201,true,,,
scopus_mar_2026,Arbeiderhistorie,Arbeiderbevegelsens arkiv og bibliotek,08017778,,3312; 1202,true,,,
scopus_mar_2026,Arbeiten aus dem Paul-Ehrlich-Institut (Bundesamt fur Sera und Impfstoffe) Langen,Urban und Fischer Verlag GmbH und Co. KG,09368671,,2403,true,,,
scopus_mar_2026,Arbeiten aus dem Paul-Ehrlich-Institut dem Georg-Speyer- Haus und dem Ferdinand-Blum-Institut zu Frankfurt am Main,Paul-Ehrlich-Institut,00665665,,2403,true,,,
scopus_mar_2026,Arbeiten zur Rheinischen Landeskunde,Asgard-Verlag Dr. Werner Hippe GmbH,03737187,,1900; 2300,true,,,
scopus_mar_2026,Arbeitsmedizin Sozialmedizin Umweltmedizin,Alfons W. Gentner Verlag GmbH & Co. KG,09446052,23634669,2739,true,,,
scopus_mar_2026,"Arbeitsmedizin Sozialmedizin Umweltmedizin, Supplement",Gentner Verlag,09446419,,2739,true,,,
scopus_mar_2026,"Arbeitsmedizin, Sozialmedizin, Praventivmedizin",Gentner,0300581X,,2739,true,,,
scopus_mar_2026,Arbeitsphysiologie,Springer Verlag,03650863,,2739; 1314; 3612; 2732,true,,,
scopus_mar_2026,Arbitration,Wolters Kluwer Legal & Regulatory - International Group,00037877,25142356,3308,true,,,
scopus_mar_2026,Arbitration International,Oxford University Press,09570411,18758398,3308; 1403,true,,,
scopus_mar_2026,Arboles y Rizomas,Universidad de Santiago de Chile,,07199805,3310; 3304; 1208,true,,,
